variant_gid,product_gid,mpn,vendor,title,colour,size,sku,barcode,images,gender_raw,season_raw,shopify_category,hs_code,country_of_origin,material_upper,description_html,stock,price_eur_net,compare_at_price
gid://shopify/ProductVariant/52099995763031,gid://shopify/Product/10385406787927,802974474001,Lauren Ralph Lauren,Brke bt hl 2 boots bootie,Black,8,LRL802974474001-8,3616853730543,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355707.jpg?v=1762357723, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355708.jpg?v=1762357725, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355709.jpg?v=1762357727",Women,25AW,Shoes>Ankle Boots>Women,6403.91.98.00,KH,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Ankle Boots</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Cotton 90%, Polyester (PES) 10%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>802974474001</p>",0,223.10,
gid://shopify/ProductVariant/52099995795799,gid://shopify/Product/10385406787927,802974474001,Lauren Ralph Lauren,Brke bt hl 2 boots bootie,Black,10,LRL802974474001-10,3616853733155,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355707.jpg?v=1762357723, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355708.jpg?v=1762357725, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355709.jpg?v=1762357727",Women,25AW,Shoes>Ankle Boots>Women,6403.91.98.00,KH,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Ankle Boots</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Cotton 90%, Polyester (PES) 10%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>802974474001</p>",0,223.10,
gid://shopify/ProductVariant/52099995828567,gid://shopify/Product/10385406787927,802974474001,Lauren Ralph Lauren,Brke bt hl 2 boots bootie,Black,7,LRL802974474001-7,3616853730611,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355707.jpg?v=1762357723, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355708.jpg?v=1762357725, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355709.jpg?v=1762357727",Women,25AW,Shoes>Ankle Boots>Women,6403.91.98.00,KH,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Ankle Boots</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Cotton 90%, Polyester (PES) 10%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>802974474001</p>",0,223.10,
gid://shopify/ProductVariant/52099995861335,gid://shopify/Product/10385406787927,802974474001,Lauren Ralph Lauren,Brke bt hl 2 boots bootie,Black,11,LRL802974474001-11,,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355707.jpg?v=1762357723, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355708.jpg?v=1762357725, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Brke_bt_hl_2_boots_bootie_355709.jpg?v=1762357727",Women,25AW,Shoes>Ankle Boots>Women,6403.91.98.00,KH,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Ankle Boots</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%<br>Inner: Cotton 90%, Polyester (PES) 10%<br>Sole: Rubber 100%</p><p><strong>Product Code: </strong>802974474001</p>",0,223.10,
gid://shopify/ProductVariant/52100053074263,gid://shopify/Product/10385424548183,R42E3E22-BGD,DKNY,Bryant ave camera ba,Multicolour,OS,DKNYR42E3E22-BGD-OS,0755403584687,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bryant_ave_camera_ba_355720.jpg?v=1762358265, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bryant_ave_camera_ba_355721.jpg?v=1762358267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bryant_ave_camera_ba_355722.jpg?v=1762358269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bryant_ave_camera_ba_355723.jpg?v=1762358271",Women,25AW,Bags>Shoulder Bags>Women,4202.21.00.90,ID,Cow Leather 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shoulder Bag</p><p>Colour: Multicolour</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>R42E3E22</p>,0,198.31,
gid://shopify/ProductVariant/52100197286231,gid://shopify/Product/10385448927575,J47DL0145J45127100,Jil Sander,Camp-collar cotton shirt,White,52,JS47DL0145J45127-100-52,8055062993861,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Camp-collar_cotton_shirt_354980.jpg?v=1762359494,Men,24AW,Clothing>Tops>Shirts Short Sleeve>Men,6205.20.00.90,IT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Short Sleeve Shirt</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>J47DL0145J45127</p>,0,578.47,
gid://shopify/ProductVariant/52100197318999,gid://shopify/Product/10385448927575,J47DL0145J45127100,Jil Sander,Camp-collar cotton shirt,White,50,JS47DL0145J45127-100-50,8055062993854,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Camp-collar_cotton_shirt_354980.jpg?v=1762359494,Men,24AW,Clothing>Tops>Shirts Short Sleeve>Men,6205.20.00.90,IT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Short Sleeve Shirt</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>J47DL0145J45127</p>,0,578.47,
gid://shopify/ProductVariant/52100278845783,gid://shopify/Product/10385457119575,J02GU0103J20053226,Jil Sander,Bomber,Brown,38,JSJ02GU0103-226-38,8059695284761,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bomber_355031.jpg?v=1762359751, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bomber_355032.jpg?v=1762359753",Women,23AW,Clothing>Outerwear>Bomber Jackets>Women,6110.30.99.00,IT,Viscose,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Bomber Jacket</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Viscose</p><p><strong>Product Code: </strong>J02GU0103J20053</p>,0,471.07,
gid://shopify/ProductVariant/52100832985431,gid://shopify/Product/10385531634007,211972128002,Polo Ralph Lauren,Cardigan,Brown,M,PRL211972128002-M,3616854772993,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cardigan_357314.jpg?v=1762363872,Women,25AW,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.11.90.00,CN,"Wool 80%, Cashmere 20%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Wool 80%, Cashmere 20%</p><p><strong>Product Code: </strong>211972128002</p>",0,231.36,
gid://shopify/ProductVariant/52100833018199,gid://shopify/Product/10385531634007,211972128002,Polo Ralph Lauren,Cardigan,Brown,L,PRL211972128002-L,3616854768101,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cardigan_357314.jpg?v=1762363872,Women,25AW,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.11.90.00,CN,"Wool 80%, Cashmere 20%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Wool 80%, Cashmere 20%</p><p><strong>Product Code: </strong>211972128002</p>",0,231.36,
gid://shopify/ProductVariant/52100833050967,gid://shopify/Product/10385531634007,211972128002,Polo Ralph Lauren,Cardigan,Brown,XL,PRL211972128002-XL,3616854770555,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cardigan_357314.jpg?v=1762363872,Women,25AW,Clothing>Sweaters & Hoodies>Cardigans>Women,6110.11.90.00,CN,"Wool 80%, Cashmere 20%","<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Cardigan</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Wool 80%, Cashmere 20%</p><p><strong>Product Code: </strong>211972128002</p>",0,231.36,
gid://shopify/ProductVariant/52100965794135,gid://shopify/Product/10385559781719,252LI2BBB-12539,Twinset,Coats,Beige,L,TWIN252LI2BBB-12539-L,8050160475790,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Coats_358191.jpg?v=1762365833,Women,25AW,Clothing>Outerwear>Coats>Women,6202.40.90,CN,"Polyester (PES) 68%, Wool 32%","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Coat</p><p>Colour: Beige</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 68%, Wool 32%</p><p><strong>Product Code: </strong>252LI2BBB</p>",0,347.07,
gid://shopify/ProductVariant/52100965826903,gid://shopify/Product/10385559781719,252LI2BBB-12539,Twinset,Coats,Beige,M,TWIN252LI2BBB-12539-M,8050160468112,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Coats_358191.jpg?v=1762365833,Women,25AW,Clothing>Outerwear>Coats>Women,6202.40.90,CN,"Polyester (PES) 68%, Wool 32%","<p><strong>Product Details</strong></p><p>Style: Elegant</p><p>Type: Coat</p><p>Colour: Beige</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 68%, Wool 32%</p><p><strong>Product Code: </strong>252LI2BBB</p>",0,347.07,
